age,gender,state,city,country,traffic_source,total_order,total_spend,avg_order_value,unique_category_count,is_churn,y_pred,y_probs
53,1,168,6713,7,4,1,39.9900016784668,39.9900016784668,1,1,1.0,0.5551393709885419
21,1,146,2727,14,4,3,344.33000087738037,114.77666695912679,3,1,0.0,0.3513948102067771
66,1,27,5718,14,3,1,414.98999786376953,414.98999786376953,3,1,1.0,0.549818299007112
46,1,199,293,3,3,1,51.760000228881836,51.760000228881836,2,1,1.0,0.5605144322039056
46,0,18,4670,8,4,1,156.35000228881836,156.35000228881836,3,1,1.0,0.6173034283302615
49,0,177,3811,3,4,2,360.89000511169434,180.44500255584717,4,1,0.0,0.41081950431833875
45,1,119,4854,3,1,1,52.549999713897705,52.549999713897705,3,1,1.0,0.5757294410566626
31,0,190,2485,4,4,1,63.8799991607666,63.8799991607666,2,1,1.0,0.5510725042005505
32,1,14,6885,7,4,2,143.4499969482422,71.7249984741211,2,1,0.0,0.432413411948091
51,1,191,5973,4,1,1,95.98999786376952,95.98999786376952,1,1,1.0,0.5578645111006537
46,1,51,3522,13,3,1,38.0,38.0,1,1,1.0,0.5501621189219384
29,1,124,1717,3,3,1,151.0,151.0,4,1,1.0,0.5546747027840209
56,0,184,3377,3,2,1,68.0,68.0,1,1,1.0,0.555418909383782
17,0,138,3645,14,2,1,206.2100067138672,206.2100067138672,2,0,1.0,0.5974057979225822
47,0,99,6377,4,4,2,156.11000061035156,78.05500030517578,5,1,0.0,0.4208060064092751
40,0,183,4258,9,3,2,99.97000122070312,49.98500061035156,2,1,0.0,0.4751279857632795
60,1,71,2392,11,4,1,124.0,124.0,1,1,1.0,0.5486604055344018
42,1,33,3621,3,4,1,107.53999996185303,107.53999996185303,3,1,1.0,0.5741535533177384
51,1,55,2431,14,4,1,371.5,371.5,2,1,1.0,0.5554987626880649
26,1,215,5405,2,3,1,63.989999771118164,63.989999771118164,2,1,1.0,0.5580749157267381
44,1,66,2829,4,4,1,14.0,14.0,1,1,1.0,0.5679174404967854
48,1,187,5944,11,4,1,57.5,57.5,2,0,1.0,0.5619834782152336
46,1,39,1264,11,4,2,337.0199966430664,168.5099983215332,3,0,0.0,0.4259319160813085
26,1,51,852,13,4,3,537.4499940872192,179.1499980290731,3,0,0.0,0.33111247270620775
47,1,111,2552,4,4,2,192.86999893188477,96.43499946594238,3,1,0.0,0.4466729271791698
67,1,141,4477,14,4,1,104.98999786376953,104.98999786376953,2,1,1.0,0.565861616757868
17,0,100,3577,4,4,1,21.979999542236328,21.979999542236328,1,0,1.0,0.5526034229395781
28,1,78,6249,4,2,2,326.10000228881836,163.05000114440918,3,1,0.0,0.4200682990348651
14,1,191,1261,4,4,1,70.0,70.0,1,1,1.0,0.5860351299640454
59,0,7,1425,3,4,1,49.9900016784668,49.9900016784668,1,1,1.0,0.5819430037640102
45,1,104,7300,9,4,1,139.9499969482422,139.9499969482422,1,1,1.0,0.5851930174309232
55,1,202,906,14,4,1,311.10000228881836,311.10000228881836,3,1,1.0,0.548603911294481
46,1,71,901,11,4,2,180.0,90.0,2,0,0.0,0.4903812683858622
56,1,136,3457,14,4,1,126.5,126.5,2,1,1.0,0.5492631559552004
44,1,55,815,14,4,1,48.52999877929688,48.52999877929688,1,1,1.0,0.5485650921014192
36,0,27,6129,14,4,1,66.79000091552734,66.79000091552734,2,1,1.0,0.5549196812015005
22,0,66,5972,4,1,1,28.0,28.0,1,1,1.0,0.5595898867189545
30,0,211,4008,0,4,1,50.9900016784668,50.9900016784668,1,1,1.0,0.5679762853660274
52,0,94,6360,12,2,1,173.0,173.0,2,1,1.0,0.6106726756035539
60,0,55,3010,14,4,2,30.09999942779541,15.049999713897705,2,1,0.0,0.4340725245679355
41,0,34,6095,7,4,1,69.98999786376953,69.98999786376953,1,0,1.0,0.5549196812015005
25,0,199,2809,3,4,2,274.98000049591064,137.49000024795532,3,1,0.0,0.4294656769114838
59,0,25,3236,2,1,2,126.97999954223633,63.489999771118164,2,1,0.0,0.42689182651813
56,0,90,2914,11,3,1,43.9900016784668,43.9900016784668,1,0,1.0,0.5521041432802232
36,1,27,3725,14,4,1,163.54000282287598,163.54000282287598,2,1,1.0,0.5446264149492905
16,0,85,7034,4,4,1,12.579999923706056,12.579999923706056,1,1,1.0,0.5702785931585426
12,0,51,5056,13,4,1,10.0,10.0,1,1,0.0,0.47973767786259064
42,1,104,7300,9,3,1,42.869998931884766,42.869998931884766,2,0,1.0,0.5476578146322242
39,0,124,2934,3,4,1,88.9900016784668,88.9900016784668,2,1,1.0,0.6045966988862245
35,1,111,2165,4,1,1,35.0,35.0,1,1,1.0,0.5510336341372157
66,0,162,3471,7,4,2,105.4000015258789,52.70000076293945,3,1,0.0,0.4722029454912059
61,1,18,4358,8,4,1,189.4499969482422,189.4499969482422,2,1,1.0,0.5881812537382862
30,0,90,2914,11,4,1,69.5,69.5,1,0,1.0,0.5510725042005505
32,0,62,6488,14,4,2,314.9699993133545,157.48499965667725,4,0,0.0,0.4273162666804868
20,0,51,3697,13,4,1,408.5,408.5,3,0,1.0,0.5697776152157699
14,1,66,5973,4,4,1,234.31999588012695,234.31999588012695,3,1,1.0,0.5781066472950341
53,1,94,1349,12,4,2,174.89999771118164,87.44999885559082,3,1,1.0,0.5055988946786942
16,1,27,5293,14,4,1,25.0,25.0,1,1,1.0,0.5732816503728597
63,1,51,762,13,3,1,45.0,45.0,1,1,1.0,0.5484011234314196
55,0,140,4991,0,4,1,55.9900016784668,55.9900016784668,1,1,1.0,0.5429824180568734
62,1,141,4477,14,4,1,279.96000480651855,279.96000480651855,6,1,1.0,0.5607319311256251
65,1,207,6509,9,0,2,209.57000160217285,104.78500080108643,4,1,1.0,0.5144607707765987
53,1,99,6377,4,4,1,54.9900016784668,54.9900016784668,1,1,1.0,0.549465852045763
38,0,27,1940,14,4,1,25.0,25.0,1,1,1.0,0.552416836187482
39,0,9,7228,4,3,1,129.0,129.0,1,1,1.0,0.5632562623595708
17,0,15,3880,8,4,1,131.5900001525879,131.5900001525879,2,1,1.0,0.6490381888711189
38,0,192,5973,4,4,3,230.52999877929688,76.8433329264323,5,1,0.0,0.33675821792854765
62,0,197,1226,14,4,3,435.5700149536133,145.19000498453775,6,1,0.0,0.3828303849437232
29,1,50,729,10,2,4,489.7799987792969,122.44499969482422,7,0,0.0,0.3081147219659473
32,1,146,4452,14,4,1,375.67000007629395,375.67000007629395,6,1,1.0,0.5902124126105969
25,0,187,5944,11,3,1,214.44000434875488,214.44000434875488,3,1,1.0,0.55596398489218
43,0,41,579,12,4,1,45.0,45.0,1,0,1.0,0.558367767252996
43,0,51,3697,13,4,1,90.0,90.0,1,1,1.0,0.5451025406151693
38,1,56,547,4,4,1,13.989999771118164,13.989999771118164,1,1,1.0,0.5983945445662467
40,0,71,2879,11,2,2,100.9800033569336,50.4900016784668,2,1,0.0,0.43584120021971895
39,1,17,6769,3,0,2,206.8900032043457,103.44500160217285,5,0,0.0,0.4400200379147907
29,0,56,451,4,4,2,182.0,91.0,3,1,0.0,0.4595908029487798
37,1,27,5256,14,1,1,29.989999771118164,29.989999771118164,1,1,1.0,0.5585101491366016
24,1,140,1178,0,4,1,95.94999694824219,95.94999694824219,2,0,1.0,0.5646344178700894
52,1,99,7234,4,4,2,256.9900016784668,128.4950008392334,2,1,0.0,0.4780336278383344
40,1,111,5973,4,4,2,219.10000228881836,109.55000114440918,3,0,0.0,0.45087232986307696
62,1,33,5236,3,4,2,32.72999954223633,16.364999771118164,2,1,0.0,0.4252590090662636
34,0,33,1059,3,4,1,55.0,55.0,1,1,1.0,0.5363529613111732
19,1,167,2328,12,4,1,36.880001068115234,36.880001068115234,1,1,1.0,0.5485935963026691
56,1,91,1556,14,4,1,40.0,40.0,1,1,1.0,0.5498491344058852
21,1,211,4008,0,1,1,17.950000762939453,17.950000762939453,1,1,1.0,0.5586599041215489
70,0,66,5973,4,3,1,248.41000652313232,248.41000652313232,4,1,1.0,0.5493821585352279
22,1,66,7316,4,4,1,75.96000099182129,75.96000099182129,3,1,1.0,0.5322606202342374
40,1,11,4971,14,4,1,25.0,25.0,1,1,1.0,0.524227598071498
19,1,202,7158,14,4,1,34.9900016784668,34.9900016784668,1,1,1.0,0.6093655207228307
16,0,115,6494,3,3,1,24.989999771118164,24.989999771118164,1,1,1.0,0.5490239916960774
53,0,152,7100,14,0,1,133.97999954223633,133.97999954223633,2,1,1.0,0.6426638530538921
34,0,165,6694,3,4,1,9.989999771118164,9.989999771118164,1,1,1.0,0.5419916568832156
24,1,66,2838,4,4,1,54.239999771118164,54.239999771118164,2,1,1.0,0.5409140663898002
70,1,200,4608,0,3,1,89.98999786376953,89.98999786376953,1,1,1.0,0.6195882309325755
32,0,211,4008,0,4,2,172.98999977111816,86.49499988555908,6,1,0.0,0.4132060480508249
57,1,138,2577,14,4,1,91.09000015258789,91.09000015258789,2,1,1.0,0.5569300058956071
58,1,51,1625,13,0,2,664.290002822876,332.145001411438,4,1,0.0,0.3904855011116959
19,1,139,73,14,4,1,45.0,45.0,1,1,1.0,0.5502829072330297
31,1,116,1624,14,4,2,125.78000068664551,62.890000343322754,3,1,0.0,0.45674258650729627
55,1,80,5973,4,2,1,129.93999862670898,129.93999862670898,2,1,1.0,0.5732866310878706
59,0,146,4110,14,4,2,76.9300012588501,38.46500062942505,3,1,0.0,0.461421328432837
55,1,71,7302,11,4,1,44.0,44.0,1,1,1.0,0.5720901881483834
35,0,124,4845,3,3,1,35.66999816894531,35.66999816894531,1,1,1.0,0.5657618833234959
32,0,152,6993,14,2,1,23.450000762939453,23.450000762939453,1,1,1.0,0.5870326263997699
16,1,51,1681,13,3,3,90.94000148773193,30.313333829243977,3,1,0.0,0.4425690331675585
22,1,11,1886,14,0,1,59.9900016784668,59.9900016784668,1,1,1.0,0.5387624513739955
44,0,89,3084,14,4,1,222.98999977111816,222.98999977111816,4,0,1.0,0.5765899705985142
57,0,185,2102,8,4,1,161.4000015258789,161.4000015258789,4,1,1.0,0.5610051541041625
45,1,27,5777,14,3,1,282.45000076293945,282.45000076293945,2,1,1.0,0.5673021097253214
25,1,8,35,12,4,1,9.989999771118164,9.989999771118164,1,1,1.0,0.5795499561019511
32,0,117,4050,14,4,2,69.94000244140625,34.970001220703125,2,0,0.0,0.44643447742818276
18,1,226,2585,4,3,1,234.0,234.0,2,1,1.0,0.5283182136677753
18,0,204,5973,4,4,1,52.23000144958496,52.23000144958496,2,1,1.0,0.5377917942118724
49,1,197,5171,14,0,1,236.98999786376953,236.98999786376953,2,1,1.0,0.5790980958427296
20,0,34,3289,7,4,1,32.0,32.0,1,1,1.0,0.5539237166394119
47,0,78,4369,4,4,1,29.989999771118164,29.989999771118164,1,1,1.0,0.5513490302154336
30,1,202,2816,14,3,2,71.07999992370605,35.53999996185303,2,1,0.0,0.4858408586167262
25,1,66,2485,4,4,3,308.45000076293945,102.81666692097981,5,0,0.0,0.3483200079601839
66,0,227,4860,7,4,1,345.97999572753906,345.97999572753906,2,1,1.0,0.6403237932816634
69,1,191,6248,4,4,2,814.0,407.0,6,1,0.0,0.4776327276804454
25,1,224,2485,4,3,1,12.0,12.0,1,1,1.0,0.5590402224836977
35,1,117,5233,14,4,1,98.0,98.0,1,1,1.0,0.5652516880791678
29,0,144,3804,8,4,3,211.4200038909912,70.4733346303304,5,1,0.0,0.3445997190887454
28,1,191,2588,4,1,1,52.0,52.0,1,1,1.0,0.56203397594025
19,0,199,480,3,3,1,627.9899978637695,627.9899978637695,4,1,1.0,0.7613912924064834
16,1,226,3433,4,4,3,84.3199987411499,28.10666624704997,3,1,0.0,0.36378906682612344
56,1,176,6768,3,4,2,237.9900054931641,118.99500274658205,2,1,0.0,0.475163887024052
58,1,71,2334,11,4,1,99.98999786376952,99.98999786376952,1,1,1.0,0.5569300058956071
39,1,66,3650,4,4,1,308.0,308.0,2,1,1.0,0.5416587000016991
44,1,19,7351,4,4,1,40.9099998474121,40.9099998474121,1,1,1.0,0.5142641413744884
48,0,188,6309,3,2,1,31.5,31.5,1,0,1.0,0.5694046862360487
22,1,84,7247,4,2,1,531.4500007629395,531.4500007629395,2,1,1.0,0.6337950412665505
31,0,66,1261,4,3,1,50.0,50.0,1,1,1.0,0.5831254611577726
31,1,66,1261,4,4,1,172.47000122070312,172.47000122070312,2,1,1.0,0.548953285638746
53,1,207,6509,9,4,1,58.9900016784668,58.9900016784668,1,1,1.0,0.5630415948381265
16,0,187,5944,11,1,1,40.77999877929688,40.77999877929688,1,1,1.0,0.5595898867189545
53,1,101,5216,4,4,1,95.98999786376952,95.98999786376952,1,1,1.0,0.5652516880791678
45,0,204,6480,4,4,1,59.5,59.5,1,0,1.0,0.5580315869778038
14,1,192,3066,4,4,1,40.0,40.0,1,0,1.0,0.5485935963026691
13,1,66,6398,4,4,4,405.3999938964844,101.3499984741211,6,1,0.0,0.3272382068756161
43,1,34,7386,7,4,1,31.0,31.0,1,1,1.0,0.5373152966938735
41,1,226,6480,4,4,2,332.61999893188477,166.30999946594238,6,1,0.0,0.4164958870114108
29,0,14,3789,7,3,1,46.0,46.0,1,1,1.0,0.5496090243022882
18,1,73,7373,11,4,2,63.989999771118164,31.994999885559082,2,1,0.0,0.45831563874773934
63,0,146,6466,14,4,2,54.85000038146972,27.42500019073486,2,1,0.0,0.4490742792761295
16,1,176,2983,3,4,2,99.97000122070312,49.98500061035156,2,1,0.0,0.4612431394049992
69,1,78,6377,4,4,3,266.4000015258789,88.8000005086263,5,1,0.0,0.34479062975567215
17,1,51,2073,13,4,1,109.5,109.5,2,1,1.0,0.5569300058956071
21,1,79,2165,4,4,1,294.989990234375,294.989990234375,2,1,1.0,0.5453182274028964
56,1,187,5944,11,4,2,117.40000152587889,58.700000762939446,2,1,0.0,0.47955207170728437
56,1,161,5,3,4,1,133.8999977111816,133.8999977111816,1,1,1.0,0.5203278037606728
24,0,14,1324,7,4,1,49.98000144958496,49.98000144958496,2,1,1.0,0.5825154049775866
19,0,19,202,4,4,1,8.989999771118164,8.989999771118164,1,0,0.0,0.4708022734345758
53,0,118,3757,3,4,2,108.9800033569336,54.4900016784668,3,1,0.0,0.4600461761078233
57,0,66,547,4,4,4,273.40999603271484,68.35249900817871,6,1,0.0,0.2734996753015022
65,0,140,6299,0,2,2,109.93000030517578,54.96500015258789,2,1,0.0,0.49480482604910175
50,0,61,7345,4,3,1,161.90999603271484,161.90999603271484,3,1,1.0,0.59201098994082
26,0,66,3062,4,4,2,52.829999923706055,26.414999961853027,2,1,0.0,0.428494597850654
18,0,191,1261,4,4,1,81.96999931335449,81.96999931335449,2,1,1.0,0.5479850873106851
15,1,202,3446,14,4,1,22.57999992370605,22.57999992370605,1,1,1.0,0.5488748889338289
23,0,51,3779,13,4,1,164.5,164.5,2,1,1.0,0.5712272611502776
34,0,27,4130,14,2,1,25.0,25.0,1,1,1.0,0.5514585318443729
34,0,80,5973,4,4,3,180.79000091552734,60.26333363850912,3,1,0.0,0.34296048893042586
62,1,66,2588,4,4,2,32.5,16.25,2,0,0.0,0.4417485439355346
64,1,32,5783,12,4,1,30.0,30.0,1,0,1.0,0.5585101491366016
42,0,19,5973,4,4,2,156.48999977111816,78.24499988555908,4,1,0.0,0.4040358968220596
48,0,161,7373,3,3,1,42.5,42.5,1,1,1.0,0.5221041531316003
38,1,79,207,4,4,2,109.95000076293945,54.97500038146973,2,0,0.0,0.43368905246940326
18,0,216,1858,14,1,2,258.0,129.0,2,1,1.0,0.5126320495138937
58,0,187,5944,11,4,1,14.81999969482422,14.81999969482422,1,1,1.0,0.5538346521922789
43,1,227,4860,7,4,1,19.450000762939453,19.450000762939453,1,0,1.0,0.5687366568694542
56,0,189,4003,4,4,1,65.88000106811523,65.88000106811523,1,1,1.0,0.5489287255994288
42,1,40,346,14,4,1,56.97999954223633,56.97999954223633,2,1,1.0,0.5626426506951308
57,1,54,6052,2,4,1,52.950000762939446,52.950000762939446,1,1,1.0,0.5477389020845542
27,1,189,1211,4,0,3,304.76000118255615,101.58666706085205,4,1,0.0,0.3258220430867909
44,1,51,4479,13,4,1,353.2200012207031,353.2200012207031,3,0,1.0,0.5446445630526515
33,0,64,4792,3,3,1,97.94999980926514,97.94999980926514,2,1,1.0,0.5677052343606308
25,0,140,6299,0,4,2,155.10999679565427,77.55499839782713,3,1,0.0,0.4252321780942073
40,0,227,4860,7,2,1,33.11000061035156,33.11000061035156,1,1,1.0,0.577966792022436
44,1,190,6003,4,4,4,392.8500003814697,98.21250009536743,5,1,0.0,0.32625077957004206
25,0,192,1732,4,4,4,124.0600004196167,31.015000104904175,4,1,0.0,0.3042833832351205
12,1,55,1736,14,4,1,87.88999938964845,87.88999938964845,1,1,1.0,0.5586501210479338
20,1,176,2395,3,4,1,237.62000274658203,237.62000274658203,3,1,1.0,0.5645540673540829
32,1,65,3204,7,4,3,289.3999996185303,96.46666653951009,2,0,0.0,0.35579121742165287
67,0,171,3456,12,4,1,499.0,499.0,1,1,1.0,0.5470077156839953
33,0,84,3805,4,4,1,62.0,62.0,1,1,1.0,0.550113665634636
47,1,190,2717,4,2,1,75.0,75.0,1,0,1.0,0.5389528322172877
49,1,177,5380,3,4,1,106.4900016784668,106.4900016784668,3,1,1.0,0.5624057494380956
27,1,124,4765,3,4,2,149.9499969482422,74.9749984741211,2,1,0.0,0.44251010931609003
14,1,207,6509,9,4,3,203.35000038146973,67.78333346048991,5,1,0.0,0.308554645214727
65,0,177,3914,3,4,1,68.61000061035156,68.61000061035156,1,1,1.0,0.5588182640102259
30,1,141,4477,14,2,1,31.8799991607666,31.8799991607666,1,0,1.0,0.5620740664829932
15,1,42,3829,12,2,3,287.9200096130371,95.97333653767903,4,0,0.0,0.37951012912672777
23,1,36,7264,9,1,1,296.86999893188477,296.86999893188477,2,1,1.0,0.5709533662068971
27,1,56,2165,4,0,2,465.94000244140625,232.97000122070312,6,1,0.0,0.4468959759006515
59,0,199,6096,3,0,2,31.889999389648438,15.944999694824219,2,1,0.0,0.46129132613892493
28,0,227,737,7,4,4,749.9300022125244,187.4825005531311,6,0,0.0,0.33085646154205994
58,1,55,4721,14,4,1,30.93000030517578,30.93000030517578,1,0,1.0,0.5614843513401536
70,1,76,6863,7,3,4,269.4799995422363,67.36999988555908,3,1,0.0,0.2746112000775824
62,0,124,1073,3,1,2,64.65999984741211,32.329999923706055,3,1,0.0,0.4434815703147211
28,1,84,7034,4,1,1,36.75,36.75,1,1,1.0,0.5564005390935273
50,1,191,547,4,2,1,49.9900016784668,49.9900016784668,1,1,1.0,0.6102483737321495
21,1,144,608,8,4,2,233.95999908447266,116.97999954223633,5,0,0.0,0.48902997051904334
35,1,202,5696,14,2,1,130.98999977111816,130.98999977111816,2,1,1.0,0.5889507384587849
41,0,55,6664,14,3,1,18.989999771118164,18.989999771118164,1,1,1.0,0.5261777816695421
19,0,202,348,14,4,1,158.0,158.0,1,1,1.0,0.5917772947227046
44,1,134,4836,12,4,1,25.0,25.0,1,0,1.0,0.5671350575377082
42,1,191,5995,4,2,1,202.82000255584717,202.82000255584717,3,1,1.0,0.5443837903971704
70,1,32,5523,12,4,1,19.649999618530277,19.649999618530277,1,1,1.0,0.5585101491366016
49,0,27,5701,14,4,1,69.45000076293945,69.45000076293945,2,1,1.0,0.5549196812015005
68,0,192,4418,4,4,1,462.8999996185303,462.8999996185303,3,1,1.0,0.5675924779535818
64,1,66,3433,4,4,1,36.9900016784668,36.9900016784668,1,1,1.0,0.552592425436404
18,1,33,2803,3,3,2,241.35000038146973,120.67500019073486,4,1,0.0,0.47356927682762084
38,1,199,3620,3,4,1,22.0,22.0,1,1,1.0,0.5830417948150205
37,1,92,454,4,4,3,314.439998626709,104.81333287556966,4,1,0.0,0.38082584052632923
39,0,51,5434,13,4,1,79.5,79.5,1,1,1.0,0.5472800602885778
17,1,196,3814,0,4,1,129.99000549316406,129.99000549316406,1,1,1.0,0.5585978796716456
25,0,71,1466,11,4,1,95.0,95.0,1,0,1.0,0.5564522889800143
53,1,162,3817,7,3,4,363.36999893188477,90.84249973297119,4,0,0.0,0.311591929667104
45,1,92,6480,4,2,1,89.98999786376953,89.98999786376953,1,1,1.0,0.5624006203149556
30,1,140,6299,0,4,1,60.0,60.0,1,1,1.0,0.5642188930678308
43,1,218,4947,0,4,1,9.75,9.75,1,1,1.0,0.5003542140458853
44,0,66,547,4,4,1,48.0,48.0,1,1,1.0,0.5567884234645095
51,1,101,6480,4,4,1,103.61999893188477,103.61999893188477,2,1,1.0,0.5626252014525904
20,1,31,117,12,0,1,37.5,37.5,1,1,1.0,0.5500815641568586
44,1,216,6157,14,4,2,67.98000144958496,33.99000072479248,2,0,0.0,0.45728475419838865
46,0,191,2588,4,4,1,243.37999820709229,243.37999820709229,3,1,1.0,0.5745911632604569
23,1,226,2588,4,0,1,69.48999977111816,69.48999977111816,2,1,1.0,0.5872571304119865
36,0,51,16,13,4,2,320.8900022506714,160.4450011253357,3,0,1.0,0.5168604411420636
49,1,202,2816,14,4,1,77.14000129699707,77.14000129699707,2,1,1.0,0.5534749832895063
54,0,51,1086,13,4,1,28.959999084472656,28.959999084472656,1,1,1.0,0.5506574582126347
46,0,68,1211,4,4,2,94.95000076293945,47.47500038146973,2,1,0.0,0.4337702191840646
31,1,18,338,8,4,1,36.9900016784668,36.9900016784668,1,1,1.0,0.6642105849975593
28,0,99,2485,4,3,2,157.2100019454956,78.6050009727478,4,1,0.0,0.42248905659585945
14,0,199,6347,3,4,1,86.45000076293945,86.45000076293945,2,1,1.0,0.5730324945855304
22,0,104,5530,9,2,4,349.98999977111816,87.49749994277954,5,0,0.0,0.31331795410023866
42,0,177,3811,3,4,1,23.9399995803833,23.9399995803833,2,1,1.0,0.5570075559258469
56,1,191,6290,4,2,2,137.0,68.5,2,1,0.0,0.4852278538266769
28,0,202,6515,14,4,1,15.670000076293944,15.670000076293944,1,1,1.0,0.5609343639796723
17,0,18,4358,8,4,1,172.9399995803833,172.9399995803833,4,1,1.0,0.6580250041866029
30,0,33,6804,3,4,1,9.699999809265137,9.699999809265137,1,1,1.0,0.5365555658899349
26,0,51,5910,13,3,3,183.8600025177002,61.28666750590006,6,0,0.0,0.34407903433419357
16,0,226,4368,4,4,2,146.3899974822998,73.1949987411499,4,0,1.0,0.5032186648666522
31,0,64,5791,3,2,1,25.350000381469727,25.350000381469727,1,1,1.0,0.5542974813626929
53,1,78,1607,4,1,1,154.4799976348877,154.4799976348877,4,1,1.0,0.5837842428602721
12,0,51,5132,13,4,1,14.399999618530272,14.399999618530272,1,1,1.0,0.55236447896925
32,0,79,451,4,2,2,216.9300079345703,108.46500396728516,3,0,0.0,0.4497848222319045
21,0,8,2226,12,4,1,104.0,104.0,1,0,1.0,0.5546067418582522
18,0,27,6704,14,4,1,29.989999771118164,29.989999771118164,1,1,1.0,0.5271598532486176
42,1,177,5948,3,4,2,58.0,29.0,2,0,0.0,0.4528089573323384
25,1,20,615,8,4,1,82.45000076293945,82.45000076293945,2,1,1.0,0.5556663460750206
65,0,197,1226,14,4,1,315.2899971008301,315.2899971008301,3,1,1.0,0.5724731253197892
19,1,19,7034,4,4,1,253.91000366210938,253.91000366210938,2,1,1.0,0.6935559380910207
36,0,188,6503,3,4,1,99.0,99.0,1,1,1.0,0.5632656851018923
17,1,191,2656,4,4,1,33.0,33.0,1,0,1.0,0.5485935963026691
47,0,19,547,4,3,1,27.5,27.5,1,1,1.0,0.5525152786065767
13,0,226,5995,4,4,1,5.829999923706056,5.829999923706056,1,1,1.0,0.549535824588712
42,1,56,5994,4,4,1,149.0,149.0,1,1,1.0,0.5749244878061051
41,0,99,3596,4,4,2,223.81999969482422,111.90999984741211,3,0,0.0,0.4345826330647874
23,1,99,547,4,4,1,338.99000549316406,338.99000549316406,2,0,1.0,0.5536784159754435
17,0,122,2142,14,4,2,97.02999877929686,48.51499938964843,2,1,0.0,0.43644630950958335
17,0,227,888,7,4,1,295.98999786376953,295.98999786376953,2,1,1.0,0.6047964287628145
63,1,145,5479,7,4,1,24.0,24.0,1,0,1.0,0.558198308633302
23,1,195,6377,4,4,1,99.0,99.0,1,1,1.0,0.5646406787203596
31,0,199,2179,3,4,1,24.950000762939453,24.950000762939453,1,1,1.0,0.5579635078784845
70,1,27,6931,14,0,1,135.0,135.0,1,1,1.0,0.5448775188159489
63,1,7,1425,3,4,3,164.9800033569336,54.993334452311196,3,1,0.0,0.3560901265507478
21,0,111,547,4,2,1,59.5,59.5,1,1,1.0,0.5455330460036627
66,0,221,2588,4,0,2,66.47999858856201,33.239999294281006,2,1,0.0,0.468779334999431
32,1,100,2838,4,0,3,203.2200002670288,67.7400000890096,3,1,0.0,0.3459257321843929
47,1,58,2999,9,3,3,194.07999992370605,64.69333330790202,6,1,0.0,0.3627964980553861
27,1,37,5973,4,4,2,137.41000366210938,68.70500183105469,2,1,0.0,0.43185268094081963
48,1,40,1419,14,4,2,283.18000411987305,141.59000205993652,7,1,0.0,0.3967452764252156
22,1,226,547,4,4,2,194.9900016784668,97.4950008392334,2,1,1.0,0.5169158564318407
27,0,80,5973,4,4,2,153.44000053405762,76.72000026702881,4,1,0.0,0.41086542970140116
49,1,144,725,8,4,2,69.5,34.75,2,1,1.0,0.503888544166146
26,0,27,5705,14,4,1,105.9900016784668,105.9900016784668,2,1,1.0,0.5616809620496688
13,1,165,952,3,4,1,199.82999992370605,199.82999992370605,2,1,1.0,0.5369652872121693
19,1,141,5355,14,1,1,15.989999771118164,15.989999771118164,1,1,1.0,0.5578365513766806
42,1,27,3700,14,4,1,32.0,32.0,1,1,1.0,0.552841188010724
39,0,127,3218,14,4,2,52.989999771118164,26.494999885559082,2,1,0.0,0.4324052369502545
35,0,85,6290,4,4,1,47.9900016784668,47.9900016784668,1,1,1.0,0.5553640054315501
34,1,80,5972,4,4,1,76.01999855041504,76.01999855041504,2,1,1.0,0.5736622039608253
37,1,190,5972,4,4,1,39.9900016784668,39.9900016784668,1,1,1.0,0.5593784441192514
46,1,8,277,12,4,3,384.8300018310547,128.27666727701822,6,0,0.0,0.3806306526714843
64,0,56,3062,4,3,3,174.92000198364258,58.30666732788086,4,1,0.0,0.35833810798595983
57,1,207,6509,9,3,3,128.22999954223633,42.743333180745445,4,1,0.0,0.35535269129284347
40,0,53,399,12,4,2,430.0,215.0,2,1,1.0,0.5367012702866636
37,0,122,5289,14,3,1,107.0,107.0,2,1,1.0,0.5627783714708001
70,1,227,5624,7,0,1,19.989999771118164,19.989999771118164,1,1,1.0,0.5569537788133931
19,0,191,6480,4,3,1,224.9000015258789,224.9000015258789,3,1,1.0,0.5635716175560376
57,1,88,6637,14,4,3,520.21999168396,173.40666389465332,9,1,0.0,0.375770921656475
60,1,79,7228,4,4,3,150.3499994277954,50.1166664759318,5,1,0.0,0.3941130773448746
42,1,195,3268,4,4,1,245.94999694824216,245.94999694824216,1,1,1.0,0.5576550254895435
57,1,27,6431,14,4,2,359.87999725341797,179.93999862670898,5,1,0.0,0.4429461200195896
68,0,100,2509,4,0,1,80.0,80.0,1,0,1.0,0.5419093581587823
67,1,56,3595,4,4,2,410.68999099731445,205.34499549865723,4,1,0.0,0.4604219047681679
21,1,216,5346,14,4,1,129.5,129.5,1,0,1.0,0.5641798856973926
39,1,78,1732,4,4,1,144.98000144958496,144.98000144958496,3,1,1.0,0.5576074707755606
67,0,99,4507,4,4,2,116.97999763488768,58.48999881744384,3,1,0.0,0.4328695580638846
30,1,191,1213,4,4,2,56.9900016784668,28.4950008392334,2,1,0.0,0.46290127832955513
61,1,161,6518,3,4,1,25.0,25.0,1,1,1.0,0.5604379315932465
58,0,165,6694,3,4,1,295.4100008010864,295.4100008010864,4,0,1.0,0.5382888294509192
55,1,201,3078,14,4,1,145.5,145.5,3,1,1.0,0.5735889319361209
